views,comments,likes,score
28,18,27,62
13,14,23,46
29,24,32,75
17,33,14,40
4,47,9,91
34,10,13,56
18,29,14,94
19,45,30,6
42,8,32,54
37,10,14,61
19,42,46,27
30,18,7,10
39,36,21,20
14,14,40,39
1,28,9,58
14,49,6,10
27,13,26,30
12,22,17,62
16,28,28,55
27,29,1,70
22,25,43,81
3,48,35,10
17,9,42,90
46,14,34,99
14,8,39,76
20,14,21,92
1,24,22,54
4,15,3,27
28,35,37,81
15,28,7,62
15,21,10,48
46,39,7,77
47,50,7,52
5,28,15,97
41,23,36,89
50,4,18,26
33,21,17,25
24,11,15,90
49,11,45,23
13,23,4,26
24,44,46,66
24,44,13,93
49,37,39,38
37,28,38,5
24,28,29,48
18,27,35,9
40,34,43,54
28,12,4,21
35,14,11,58
11,46,0,30
8,25,26,72
25,12,41,58
25,38,29,61
0,46,45,99
48,3,49,64
35,8,43,12
5,21,27,52
32,21,34,83
28,34,35,53
16,11,14,54
12,22,10,65
41,35,14,78
12,14,14,92
40,28,23,53
36,35,26,58
20,11,29,54
18,5,29,96
42,30,48,0
9,12,1,29
40,12,24,67
12,7,14,64
30,41,40,52
17,15,37,38
9,7,0,95
49,16,1,43
16,50,41,64
2,31,10,46
31,20,12,6
33,7,47,52
11,2,1,6
31,24,27,55
49,35,2,72
0,39,26,86
3,46,8,62
45,47,45,46
34,3,26,61
48,50,20,89
45,4,0,48
4,44,8,20
13,41,41,22
31,44,13,55
24,27,11,54
18,40,18,42
7,13,44,28
16,24,39,89
38,5,20,69
8,25,28,75
42,22,36,14
28,37,2,65
29,2,13,68
8,37,5,78
50,8,48,49
50,44,21,77
18,4,23,90
47,12,33,92
22,11,41,59
47,39,5,54
32,32,23,71
38,18,30,81
39,8,50,96
13,46,45,88
19,10,29,24
27,50,1,90
2,30,40,67
25,44,24,41
44,35,18,42
6,22,28,50
3,49,35,1
48,37,18,15
34,30,47,56
19,5,21,68
12,34,31,86
38,31,31,66
2,27,46,44
36,46,28,4
20,32,30,94
26,1,10,80
31,30,14,1
6,7,44,38
43,35,16,74
29,29,1,73
33,9,14,64
46,21,13,38
0,50,17,82
34,45,44,54
35,14,41,91
41,14,37,97
5,6,9,52
34,12,12,36
47,23,11,94
14,30,32,26
3,7,43,89
42,20,27,1
48,40,35,62
50,36,47,100
28,45,20,47
42,49,29,53
8,30,13,45
7,30,6,73
46,12,42,76
22,36,15,61
50,36,15,93
29,18,44,69
45,5,31,75
15,30,25,56
4,16,35,62
1,23,47,54
8,17,48,57
43,1,46,19
33,45,46,69
11,14,17,55
2,32,19,96
7,3,21,30
5,26,36,70
35,50,6,66
46,36,10,27
33,26,10,75
19,4,39,27
50,4,43,62
9,3,43,48
19,43,44,86
45,42,44,64
40,19,44,62
7,38,48,11
28,4,24,78
32,47,45,56
35,48,14,13
42,42,50,51
22,2,27,55
37,15,38,24
42,47,4,65
30,8,26,52
27,4,32,71
10,0,25,63
31,22,37,65
9,14,4,66
4,50,14,53
25,28,1,98
24,27,18,64
7,12,22,54
11,24,12,19
1,13,6,27
28,44,22,60
43,21,0,83
23,9,4,89
47,11,21,26
47,5,10,54
41,26,25,2
43,33,21,30
1,26,11,70
9,30,32,14
41,36,24,59
50,45,37,87
7,47,40,91
44,21,50,100
21,2,31,86
36,46,20,69
38,26,25,88
20,34,43,81
31,28,48,51
25,6,11,0
28,21,22,79
17,15,14,62
13,29,34,99
4,11,34,86
48,35,48,79
38,8,3,0
36,24,47,91
46,8,28,19
43,37,49,73
48,5,50,31
6,35,45,30
4,22,18,49
34,33,26,67
32,19,42,85
39,24,45,64
35,43,42,29
45,42,4,73
15,18,23,77
50,15,31,54
37,14,48,63
34,28,10,92
26,36,15,46
10,28,15,69
29,42,42,59
32,11,26,74
39,45,8,26
7,49,0,68
34,6,6,83
4,4,50,63
8,8,21,86
5,32,29,22
12,43,25,57
7,5,13,28
36,42,10,60
36,28,40,61
19,6,31,59
47,33,43,67
9,35,27,90
13,37,3,37
33,7,11,64
41,29,1,82
36,4,41,52
25,7,19,67
35,46,17,52
25,20,28,8
4,14,2,52
34,46,50,67
50,5,20,23
50,32,26,95
27,29,9,80
27,16,14,42
46,20,5,8
0,16,43,43
26,30,6,52
35,5,33,28
43,27,21,94
37,39,36,40
25,4,42,76
16,1,17,62
27,38,13,48
15,42,4,63
35,41,26,51
41,22,10,38
13,36,39,56
22,39,35,8
20,11,5,59
7,32,7,38
9,17,39,59
10,39,9,96
2,42,37,90
25,17,29,41
33,35,31,21
23,41,50,26
34,17,19,90
18,46,3,99
24,34,25,23
46,36,42,66
30,15,1,52
36,10,39,98
31,9,9,13
4,7,21,12
25,40,3,45
19,44,3,69
17,24,40,90
6,6,36,56
34,30,49,55
44,39,50,74
38,12,10,75
47,25,2,72
40,14,3,89
50,32,29,42
32,43,5,68
44,45,0,77
5,30,39,31
33,23,7,62
5,34,32,60
15,49,32,27
50,29,20,61
16,39,24,99
28,48,50,27
2,44,30,60
1,1,23,100
5,43,36,99
8,1,27,84
2,31,12,67
18,44,11,82
26,21,36,93
44,45,31,64
14,20,5,75
37,19,22,57
27,0,21,24
48,15,43,81
5,30,28,79
16,50,20,66
13,22,0,53
46,35,21,85
9,36,36,23
32,50,3,35
17,35,42,53
43,50,43,46
21,40,36,26
18,21,12,94
0,12,13,98
13,3,49,85
31,7,11,84
13,18,44,100
40,3,25,88
5,15,0,83
31,43,32,23
44,24,45,73
2,25,11,15
24,33,43,74
24,9,24,66
15,11,22,93
2,40,38,42
47,42,33,1
47,47,24,10
19,42,22,51
9,23,4,93
22,27,41,95
16,24,22,22
46,9,36,39
14,19,27,26
43,23,29,42
47,40,10,64
37,41,9,58
12,26,16,95
17,11,13,59
44,8,9,49
38,24,19,98
37,30,20,91
7,29,19,24
26,2,14,69
24,10,3,48
10,29,1,51
38,48,31,72
29,12,26,63
8,1,49,71
44,15,38,2
47,31,25,41
43,8,50,0
21,7,10,61
49,18,39,32
11,9,46,51
21,15,25,63
50,25,15,6
41,44,44,28
13,36,37,58
3,29,24,17
5,1,4,67
18,1,28,57
7,49,47,52
23,40,24,14
27,49,40,64
2,39,31,62
32,45,10,33
43,6,33,38
10,48,21,31
23,16,4,86
28,20,28,62
42,16,21,46
40,27,46,7
25,50,11,70
39,19,50,94
11,15,2,87
39,4,17,81
28,24,39,69
42,14,31,66
21,5,38,31
22,25,26,56
41,19,17,40
31,45,49,95
15,11,17,64
9,13,43,72
46,30,10,84
30,5,23,84
41,23,22,35
0,42,17,65
45,20,6,73
35,43,10,85
48,6,23,58
13,28,46,87
34,49,16,22
41,48,16,63
8,45,21,81
5,27,23,90
6,26,32,62
1,36,16,96
9,20,36,93
26,26,30,96
25,50,35,65
47,29,33,61
1,14,7,77
32,18,2,68
6,29,23,81
15,41,9,3
44,24,29,62
34,31,26,33
46,44,8,75
40,4,49,65
13,1,6,60
6,15,36,66
21,36,33,28
33,21,39,75
41,0,6,92
20,12,37,57
11,22,43,68
27,27,48,50
13,19,22,72
25,18,12,50
8,12,11,34
13,1,22,82
44,17,21,93
8,24,46,91
30,29,32,22
9,29,7,28
23,6,9,69
9,42,25,65
10,34,10,19
22,31,42,4
36,43,50,14
18,7,33,10
48,3,32,91
31,22,42,62
47,28,9,23
46,42,47,73
23,45,35,87
41,22,17,66
49,32,22,96
35,9,38,0
43,22,35,58
49,46,23,5
5,46,25,24
48,3,45,51
32,9,35,69
4,11,38,92
26,49,24,54
19,17,16,67
9,23,35,64
6,50,6,39
19,45,22,6
42,15,47,71
18,14,25,76
23,40,48,64
7,23,0,51
38,37,33,64
10,11,41,20
25,37,13,69
13,41,5,96
35,46,8,98
11,2,11,80
26,11,27,69
50,7,11,40
0,36,22,19
44,20,19,85
25,4,39,65
48,16,5,74
21,19,10,7
2,30,10,57
2,10,23,71
32,32,33,86
23,35,16,92
14,38,49,20
35,22,25,90
6,19,47,32
36,44,47,51
19,13,40,70
28,3,29,8
44,5,39,90
18,44,20,84
13,35,47,51
47,10,31,44
49,42,41,77
30,43,45,60
36,47,41,87
48,11,48,95
2,16,17,12
22,28,20,2
18,0,49,97
50,33,44,67
0,48,37,69
42,15,42,57
28,31,6,63
15,20,3,47
45,28,4,45
30,22,30,82
36,35,44,81
21,20,16,70
46,4,4,28
4,10,4,42
3,38,37,89
20,26,20,67
36,44,18,74
29,36,32,69
2,12,36,30
9,5,30,73
5,37,36,53
15,15,28,68
18,42,42,0
40,44,3,75
31,43,6,22
23,23,47,73
19,42,49,58
32,31,31,91
1,21,12,53
49,11,30,80
49,3,44,9
48,7,12,72
36,5,39,98
0,36,47,53
22,30,37,66
28,17,8,61
46,15,8,75
11,23,43,26
40,19,2,69
23,38,39,81
25,3,33,68
49,46,38,84
1,46,5,63
8,17,33,13
21,26,43,70
50,46,24,27
42,41,40,45
37,20,50,49
17,45,36,71
9,47,8,88
50,39,13,57
11,6,1,40
41,36,12,28
40,16,1,75
29,22,28,74
49,4,15,31
23,41,2,86
1,14,30,49
5,47,49,44
12,27,46,56
27,22,27,98
13,27,26,81
2,5,21,33
6,4,48,42
2,5,13,94
49,24,24,13
18,1,0,39
33,13,33,89
12,7,32,43
27,32,3,53
28,29,14,93
12,20,0,88
37,44,44,62
11,18,6,73
32,22,34,37
18,32,21,100
2,44,40,63
5,7,40,69
19,9,32,38
32,26,43,70
25,2,38,61
50,27,25,66
28,16,8,31
40,14,16,7
30,39,46,11
14,31,15,70
45,43,22,7
42,50,1,97
11,24,8,67
47,31,35,56
38,8,5,54
11,14,31,28
7,6,4,4
16,22,40,15
41,36,31,80
45,33,25,26
20,14,34,72
22,10,28,93
3,34,45,43
28,12,45,82
9,7,7,31
14,27,12,71
23,33,27,36
16,2,43,67
7,44,30,31
29,11,5,89
22,9,7,53
49,19,36,65
46,29,5,82
6,47,8,51
16,50,13,72
16,4,13,55
9,25,36,60
34,46,3,71
34,0,41,70
30,16,24,66
13,21,38,86
22,18,19,57
8,49,3,82
47,19,24,72
35,36,7,43
47,0,35,21
6,43,22,71
25,35,8,16
22,0,47,78
20,31,48,61
1,22,24,46
26,20,34,83
31,41,2,43
9,22,14,78
38,32,36,26
1,13,22,96
37,30,22,74
12,30,34,12
40,42,37,84
40,43,18,67
9,8,6,75
35,3,36,47
48,35,31,56
2,41,23,73
27,7,50,26
17,2,2,46
15,16,16,70
30,17,23,26
26,5,42,61
7,6,10,50
35,28,29,11
44,45,28,94
34,28,5,55
35,19,7,93
47,27,25,89
49,16,10,88
42,36,37,51
48,21,27,50
35,7,25,11
28,12,13,2
31,34,22,45
8,31,26,54
25,16,50,84
21,44,30,38
3,26,2,24
37,24,40,38
18,19,14,4
8,31,19,43
18,2,8,76
8,15,4,8
7,0,3,47
35,26,6,75
48,7,34,2
1,44,45,94
31,8,37,48
7,33,11,81
11,17,30,0
29,47,11,51
20,48,39,81
41,9,20,7
21,1,47,70
28,5,10,44
18,23,4,53
17,49,47,83
4,48,21,67
10,15,5,82
32,0,35,94
41,44,41,69
12,15,24,48
37,40,17,69
43,11,22,94
49,27,40,31
6,44,35,77
5,25,0,35
36,44,32,14
11,34,21,83
31,50,0,59
1,12,23,33
48,28,50,81
5,45,34,52
0,38,22,53
27,50,33,51
44,7,9,84
14,47,1,18
19,19,37,52
13,21,3,59
25,28,46,76
28,49,7,49
3,9,19,67
30,31,26,11
45,24,27,99
34,49,25,40
3,10,47,65
35,7,47,27
33,31,2,69
7,21,44,67
6,15,49,54
41,27,43,48
2,17,44,55
45,9,13,70
13,46,38,74
12,26,21,71
26,35,5,74
49,48,35,99
24,39,41,21
37,4,30,38
8,22,30,18
30,29,29,60
46,40,24,26
47,14,39,54
48,2,24,69
0,43,16,61
46,5,2,12
29,19,43,72
22,26,41,81
22,22,6,29
47,20,25,89
8,9,7,60
3,48,22,62
50,12,31,92
5,20,0,90
8,47,48,55
20,2,41,64
16,20,5,100
18,29,22,80
19,25,30,73
3,9,5,47
26,36,23,42
31,20,0,58
13,15,48,20
20,2,45,54
29,2,38,96
41,29,11,99
14,33,36,84
1,42,30,6
36,29,3,5
47,48,6,84
28,46,43,74
42,29,26,17
22,7,2,61
44,15,12,94
41,45,33,92
40,0,6,2
24,25,19,21
46,3,48,53
40,38,4,73
44,28,36,10
16,36,42,30
25,0,34,54
20,32,18,86
26,17,29,91
36,46,9,39
28,11,32,81
8,42,18,46
10,5,21,88
37,42,8,70
10,11,20,72
28,6,20,66
14,0,16,82
18,22,35,73
23,32,8,69
7,17,9,26
3,8,33,68
17,0,35,59
44,36,16,50
45,25,50,56
40,15,31,48
49,31,15,48
5,8,4,41
16,30,39,78
46,25,2,91
21,7,18,57
8,28,7,64
47,37,16,52
8,50,36,55
36,1,12,54
4,7,0,55
1,17,48,6
11,36,24,92
38,1,9,14
8,13,43,61
15,4,27,39
16,17,45,76
23,3,14,16
30,5,15,80
0,26,29,85
42,6,27,94
8,27,4,96
37,50,12,56
44,6,32,33
22,2,33,95
39,17,44,54
9,36,22,89
7,20,39,56
15,13,49,62
28,1,11,62
46,28,22,69
5,24,44,66
8,45,5,61
31,33,1,60
18,45,5,41
20,49,29,41
30,34,43,71
16,49,7,73
32,33,37,36
25,47,34,64
44,2,49,10
26,29,43,99
23,46,25,75
7,30,31,40
16,36,11,88
29,10,21,69
11,27,17,4
12,16,46,58
14,11,14,60
14,6,28,100
40,43,33,19
27,31,31,40
4,0,38,73
30,26,2,99
21,8,39,58
34,19,6,23
36,8,8,55
38,8,31,82
18,14,27,0
24,27,46,54
33,20,40,33
39,22,36,62
29,48,12,97
9,45,13,81
1,22,3,86
10,32,17,24
9,4,4,41
3,36,0,58
10,10,12,38
13,48,10,58
10,28,10,89
19,32,50,84
42,47,20,32
3,7,31,77
23,9,4,27
28,7,24,66
34,21,4,81
43,20,11,62
24,2,15,40
4,28,4,21
42,34,5,2
7,2,29,78
3,39,9,68
25,22,4,2
37,49,14,97
36,31,2,75
44,5,46,41
4,31,49,64
37,23,23,35
11,44,1,67
8,50,30,31
16,39,18,94
50,17,31,92
33,49,38,71
30,16,9,74
40,1,46,26
45,44,10,6
46,28,47,70
1,46,11,62
21,41,34,85
43,46,13,72
9,48,28,9
25,18,21,61
26,38,37,88
12,28,21,89
15,43,34,89
14,48,1,74
26,24,40,51
13,27,11,37
10,24,46,55
24,40,6,81
42,45,24,12
17,2,49,29
4,12,44,52
0,28,3,72
14,9,46,74
34,26,43,55
29,35,36,15
39,40,4,87
11,49,19,85
44,18,35,54
4,33,32,67
37,2,8,91
34,16,29,63
8,47,8,21
6,21,44,18
3,7,34,48
0,30,46,96
48,10,6,15
37,38,48,98
22,39,24,30
33,49,20,33
11,36,48,90
31,8,26,32
42,6,9,28
33,22,44,2
0,29,3,4
2,42,37,73
25,46,45,56
2,24,47,59
19,6,28,39
38,13,50,55
32,24,28,74
4,9,21,70
24,5,16,68
8,20,17,73
47,41,48,68
42,33,44,52
14,38,28,55
32,17,14,64
17,39,48,68
29,10,25,55
13,8,32,75
16,9,43,68
8,33,15,46
15,32,13,88
9,41,45,4
46,50,21,44
42,24,36,69
5,3,45,53
0,20,7,55
0,17,9,74
5,8,11,43
23,16,1,19
28,4,38,68
34,29,13,90
45,46,21,46
22,49,38,81
44,39,31,60
12,33,37,56
12,39,5,80
4,40,15,37
12,8,21,48
43,11,13,8
13,10,35,66
12,31,1,72
21,50,22,30
27,0,8,95
23,27,47,22
20,18,8,83
14,45,39,29
44,45,3,62
49,47,40,75
22,40,6,82
20,49,28,26
31,25,48,54
38,43,48,0
1,32,39,22
16,6,48,64
13,45,17,57
38,2,36,68
46,20,43,71
40,16,34,37
27,26,49,61
42,1,33,36
37,47,27,39
5,8,35,65
42,38,5,78
32,48,4,84
26,30,36,98
44,12,32,18
25,22,3,54
12,50,32,41
10,3,26,36
41,38,42,62
19,20,14,63
7,14,27,38
12,50,38,83
39,32,31,42
17,4,18,49
20,34,5,42
30,6,35,52
11,6,25,5
3,50,38,37
49,19,30,60
10,37,37,72
19,42,49,8
25,37,16,65
4,29,39,79
17,15,29,78
48,49,41,13
16,25,31,97
23,10,26,52
11,41,42,5
22,41,17,53
34,8,38,99
42,10,41,20
48,33,11,51
11,16,15,44
14,36,2,65
23,48,44,11
44,36,49,55
31,35,21,1
46,25,8,22
43,4,25,48
49,20,41,58
25,13,7,19
27,32,49,80
16,36,49,38
9,1,23,31
30,5,46,63
28,14,45,78
43,42,28,30
46,23,40,27
11,42,16,1
49,23,45,70
0,0,12,58
6,26,20,53
42,9,7,14
29,0,13,81
24,48,21,82
21,49,31,59
33,1,11,86
3,28,0,71
32,29,23,28
14,20,39,35
4,43,45,74
40,6,41,31
38,36,12,93
15,33,8,89
5,43,13,79
15,26,11,72
9,42,36,78
27,3,10,36
7,44,12,51
37,48,8,15
43,2,36,95
46,37,34,40
28,19,12,61
50,36,50,58
35,1,26,3
25,32,37,47
14,23,7,32
4,19,30,33
37,2,22,57
14,34,31,93
29,11,22,18
50,21,40,25
5,22,19,67
32,19,4,100
1,42,32,29
49,0,42,60
19,44,18,96
39,24,35,74
29,12,9,37
11,11,0,86
3,31,2,23
43,32,26,39
42,36,33,82
20,12,2,7
35,11,38,65
12,13,15,64
2,15,46,90
11,24,47,8
1,4,41,67
50,17,0,89
19,41,46,86
29,33,47,43
19,38,37,54
31,47,43,21
49,47,47,18
26,39,25,68
28,14,1,3
32,32,0,67
7,32,12,57
12,7,19,74
5,10,22,50
50,24,31,26
6,8,4,66
4,2,1,8
6,12,2,83
45,47,28,97
11,16,41,98
41,34,2,18
18,32,35,16
27,31,9,72
4,23,23,64
48,33,7,16
32,47,12,59
19,19,18,34
32,35,31,35
29,25,29,69
28,39,44,57
8,38,32,85
42,29,35,93
6,21,5,90
22,18,41,7
10,46,37,85
9,20,27,82
40,9,20,54
7,50,33,42
30,33,28,83
14,10,3,80
7,10,46,76
47,44,6,26
21,39,16,15
6,16,12,23
1,14,3,38
17,4,42,72
25,40,9,74
17,22,36,71
47,39,50,97
41,29,27,61
1,42,8,3
9,40,36,57
43,26,46,0
20,39,2,22
31,34,50,36
28,18,31,20
32,3,30,21
43,46,2,88
32,11,43,60
35,35,2,48
32,5,39,74
27,9,40,69
9,27,9,61
11,45,47,33
12,24,45,70
19,49,36,73
41,33,41,15
49,48,42,65
5,44,11,64
7,30,41,76
37,30,20,73
27,14,48,46
40,22,5,48
32,13,10,22
40,16,7,68
49,42,10,35
33,37,37,39
3,37,35,89
31,22,27,74
12,40,39,74
35,46,16,54
1,14,42,52
23,16,15,47
10,0,16,51
44,48,10,68
48,35,19,82
6,10,10,62
12,33,4,10
19,29,2,0
27,1,36,85
1,45,24,70
1,29,39,97
31,14,48,54
12,30,50,86
28,19,16,31
24,39,45,44
39,29,16,6
32,0,21,72
7,11,10,53
16,7,21,66
9,6,42,52
41,40,48,76
2,24,45,67
4,2,13,91
17,45,1,51
24,17,19,43
28,42,30,70
18,30,27,68
32,23,46,52
17,41,35,36
49,40,21,91
16,20,11,92
22,10,47,41
39,35,37,35
10,25,46,27
30,50,36,68
16,41,11,62
15,9,15,83
49,5,32,40
42,5,23,69
41,26,37,57
35,35,47,46
28,31,10,45
50,3,4,49
27,42,48,41
9,22,3,21
44,40,16,32
6,4,1,15
24,11,35,95
21,23,43,60
34,5,6,70
39,33,9,32
35,10,40,70
13,31,1,96
27,24,24,27
4,46,14,58
26,45,23,68
42,16,33,52
44,36,4,92
47,20,34,88
16,7,20,59
34,19,15,15
17,26,1,54
6,8,28,73
12,12,31,49
37,35,2,59
18,25,14,66
8,11,9,1
21,39,11,47
49,36,26,26
19,42,45,20
46,4,19,60
43,32,48,28
23,41,33,34
34,50,17,46
42,35,17,96
30,50,20,58
49,10,28,58
19,41,39,44
33,49,38,89
32,38,40,3
15,1,22,99
0,1,43,57
36,43,19,55
30,3,16,55
32,12,29,90
19,28,32,86
44,36,49,57
22,10,41,92
11,12,35,8
10,4,43,10
8,28,43,6
29,13,22,2
32,41,7,26
39,0,5,61
46,32,45,40
28,29,25,72
23,11,17,70
0,36,35,94
2,50,45,59
31,34,48,38
22,31,27,5
47,22,35,66
41,15,28,100
36,47,13,28
24,27,38,20
6,9,42,64
42,16,10,2
30,10,16,18
21,35,45,74
50,31,12,68
25,31,37,66
30,19,28,34
15,11,48,54
5,20,30,8
1,47,0,44
40,30,16,64
26,29,47,80
2,19,7,19
18,8,29,40
27,9,18,72
27,49,22,10
49,36,22,54
37,10,23,51
6,5,18,88
23,36,4,70
36,7,38,97
15,28,20,47
49,15,2,76
47,2,21,62
15,37,31,21
23,26,22,62
23,39,34,53
46,39,14,38
1,1,6,17
12,5,21,30
9,43,35,77
43,48,6,45
28,35,4,50
28,13,17,59
48,29,31,11
0,48,17,73
20,9,25,53
41,45,2,30
11,47,22,85
16,33,38,62
26,27,36,25
34,9,11,69
47,2,17,54
50,2,7,87
29,25,19,70
40,0,30,30
14,30,37,17
14,38,42,72
38,35,2,51
20,14,37,4
42,15,39,73
1,23,11,53
16,3,14,55
43,14,47,57
9,1,2,59
42,6,15,26
38,28,34,51
34,16,38,16
47,15,15,61
45,22,7,75
14,22,36,55
27,29,29,81
49,13,0,84
9,28,31,67
30,18,1,74
20,26,38,86
14,24,48,87
49,8,9,78
29,5,46,59
36,48,7,73
5,10,35,54
31,15,24,94
11,45,5,62
2,43,43,81
40,39,27,65
40,18,1,13
43,29,31,17
22,17,34,83
5,8,30,52
11,23,43,72
23,7,47,74
12,25,9,55
29,8,12,42
39,49,28,29
21,3,47,51
31,2,31,60
17,12,8,65
33,35,19,94
16,15,33,81
46,46,0,62
3,40,21,27
32,18,45,40
49,24,40,22
42,9,24,46
33,21,44,64
25,20,46,22
15,17,34,55
26,14,28,18
36,23,39,39
47,3,26,69
19,34,8,22
12,39,43,82
41,20,6,80
47,40,41,73
22,18,13,93
32,15,40,64
31,33,28,56
48,31,24,69
26,41,43,58
24,41,24,59
8,25,28,81
50,10,7,56
49,21,5,73
46,36,50,52
5,7,30,6
5,30,31,67
22,7,16,62
49,21,45,90
11,31,13,67
19,7,9,76
22,40,19,22
36,28,2,54
46,47,32,44
46,3,36,67
31,36,35,72
35,10,21,29
41,34,22,12
16,26,8,55
4,33,35,41
44,42,27,0
14,24,45,48
13,32,17,60
4,32,24,74
49,35,12,20
18,36,33,89
39,38,25,91
36,33,24,14
7,47,36,83
10,27,40,38
24,10,5,89
7,30,28,69
6,19,2,65
44,9,20,31
7,8,4,96
41,0,12,81
2,14,34,40
23,38,10,63
8,45,16,15
23,43,33,86
0,32,44,37
6,49,8,64
32,20,14,69
2,40,6,72
17,48,5,65
40,26,25,66
9,47,9,24
9,8,17,70
0,44,39,71
15,22,36,60
8,27,34,98
17,44,37,85
0,9,1,35
5,45,23,5
48,15,15,34
10,43,26,32
43,30,44,22
35,35,28,68
43,33,21,58
47,18,12,64
31,45,36,73
0,18,4,71
8,6,36,60
47,12,17,58
29,16,31,94
34,22,38,68
28,28,45,12
8,27,6,57
9,31,10,49
2,33,7,55
26,26,19,8
21,12,3,81
39,13,44,34
38,14,49,7
19,12,38,57
40,36,7,65
25,30,6,56
25,24,19,58
39,28,45,46
13,40,31,59
32,29,17,46
50,13,38,100
36,36,42,11
30,39,21,32
32,48,6,28
38,49,17,43
28,2,30,23
2,41,20,32
24,10,33,15
4,24,31,53
39,34,11,87
9,16,20,36
30,24,18,28
27,2,49,66
26,21,49,48
35,8,32,0
9,16,4,54
32,7,38,28
17,8,7,32
4,31,28,39
21,7,45,28
0,42,15,27
28,31,30,94
21,45,22,28
15,3,5,70
21,46,21,29
3,30,25,63
41,20,26,84
38,27,3,49
23,3,17,16
14,40,18,47
43,44,29,41
48,7,7,74
39,34,11,68
40,17,48,63
2,41,19,64
19,27,26,36
25,12,34,57
5,16,37,54
16,49,41,47
38,19,45,85
44,32,9,19
38,0,29,51
19,41,8,96
37,8,30,44
12,23,12,60
34,47,17,49
46,45,29,23
12,2,9,73
17,50,20,5
36,39,50,59
37,18,16,23
45,20,29,67
15,5,19,67
12,9,21,65
35,36,10,46
40,10,27,16
38,8,8,52
49,35,4,66
22,38,0,16
47,40,49,90
33,42,44,86
35,0,32,4
25,0,22,55
20,37,9,22
6,6,40,52
29,39,12,72
31,13,46,97
15,27,16,55
11,11,20,59
32,33,7,40
12,37,7,38
3,34,5,98
16,12,25,75
45,46,18,70
2,4,17,90
4,31,9,44
36,12,45,61
17,6,27,63
16,8,1,47
48,43,9,30
42,48,41,54
21,26,1,50
4,41,35,97
12,17,38,36
21,46,1,2
16,40,3,56
35,29,19,67
13,35,38,24
18,3,42,73
6,22,47,53
39,0,44,14
26,32,8,48
42,30,16,34
30,10,31,29
3,49,32,73
17,36,15,61
50,35,35,53
33,42,24,93
49,26,38,42
41,22,2,65
44,21,49,73
2,31,50,52
35,33,38,70
20,16,37,20
48,29,38,74
23,22,49,68
36,48,43,4
14,18,49,76
35,34,42,95
18,23,49,77
32,9,40,36
1,10,15,66
5,25,44,64
28,11,3,52
31,24,49,24
9,27,35,51
33,17,6,63
23,25,29,32
39,11,27,83
11,9,39,19
31,6,48,71
37,19,12,99
23,28,24,94
38,40,18,74
5,23,4,69
36,4,0,19
26,11,6,23
7,16,13,99
15,27,20,87
25,8,34,10
0,45,20,78
16,29,28,24
40,8,4,56
31,19,21,86
29,18,16,92
36,49,25,51
17,6,5,75
39,17,21,92
26,22,10,86
8,41,10,15
16,50,34,54
24,22,14,18
6,9,41,54
0,25,22,65
10,0,43,57
38,15,5,19
9,41,7,15
7,34,40,11
30,17,46,33
14,42,11,52
23,28,25,68
24,34,13,62
50,40,29,72
33,13,1,28
49,7,13,64
16,0,8,63
5,47,29,100
32,20,19,81
49,6,12,66
40,23,12,30
1,19,34,34
32,45,2,4
13,22,50,30
2,17,41,77
11,35,46,2
31,29,0,71
11,5,34,82
45,19,39,21
22,47,31,71
5,30,34,73
46,12,33,38
34,0,50,56
44,11,26,55
18,10,49,45
23,29,36,31
21,6,37,71
31,41,15,63
12,0,24,70
34,28,44,67
9,38,43,68
36,11,30,13
5,37,6,51
49,34,27,70
4,48,36,62
38,8,42,48
30,14,50,44
50,25,14,97
28,17,41,61
5,15,25,53
48,36,30,73
36,19,23,23
9,30,23,32
3,27,43,89
41,43,31,51
14,11,45,24
3,38,34,69
31,24,38,33
15,7,9,84
18,41,19,81
18,39,37,74
50,27,47,81
34,33,45,30
10,24,10,13
33,33,47,14
1,21,1,51
7,50,45,66
22,31,3,51
26,27,19,71
2,8,10,85
0,13,24,45
37,46,43,66
26,40,17,55
28,34,15,92
50,48,4,73
2,19,15,40
47,29,34,94
34,39,41,65
41,14,30,62
28,23,34,35
7,11,44,76
27,46,35,86
39,13,41,54
49,41,48,91
6,28,7,56
17,49,12,11
13,2,27,54
39,10,46,41
28,8,3,55
10,10,6,80
40,1,10,13
7,24,35,60
17,19,33,65
40,32,35,36
36,0,49,99
43,25,50,24
18,37,34,61
33,23,7,24
24,37,8,2
21,25,9,84
20,37,12,61
36,5,16,55
20,31,24,81
22,4,18,30
22,46,39,49
45,50,26,32
1,46,25,57
39,25,10,82
46,44,49,92
15,4,24,83
31,13,38,52
36,27,20,72
7,33,50,90
1,29,50,93
19,42,41,18
7,36,21,74
50,23,13,10
46,33,24,41
35,18,33,72
6,29,14,48
33,5,25,55
14,45,37,69
0,14,4,66
49,25,36,10
6,10,32,93
44,42,41,36
43,7,31,84
12,17,25,98
36,11,49,86
28,38,41,82
45,24,21,64
32,2,42,25
0,11,27,2
41,12,32,5
39,11,44,75
31,24,41,69
1,17,29,27
47,18,19,6
9,10,7,32
43,49,31,66
36,23,9,54
23,7,48,16
20,25,7,41
24,18,37,71
7,48,39,16
35,37,20,21
25,17,4,84
1,4,49,49
42,17,13,56
8,25,22,12
25,33,19,32
